"i","j","D_ij","civ_i","civ_j","civ_ij","comciv"
"BD","KE",-5.84293503,"islam","afric",NA,0
"BD","KH",2.484181,"islam","buddh",NA,0
"BD","KM",-3.298477,"islam","afric",NA,0
"BD","KR",-9.269234888,"islam","sinic",NA,0
"BD","KW",0.0830710845,"islam","islam","islam",1
"BD","KY",-5.324592,"islam","afric",NA,0
"BD","KZ",-11.24013,"islam","ortho",NA,0
"BD","LA",-11.24013,"islam","buddh",NA,0
"BD","LB",-5.9190252575,"islam","islam","islam",1
"BD","LC",-5.02693,"islam","latam",NA,0
"BD","LK",-0.486254641,"islam","buddh",NA,0
"BD","LR",-11.24013,"islam","afric",NA,0
"BD","LT",-2.023643075,"islam","wstrn",NA,0
"BD","LU",-7.6159764795,"islam","wstrn",NA,0
"BD","LV",-0.561675821,"islam","wstrn",NA,0
"BD","MA",-4.386356375,"islam","islam","islam",1
"BD","MD",-0.9381816,"islam","ortho",NA,0
"BD","ME",3.302314,"islam",NA,NA,0
"BD","MG",-4.564509,"islam","afric",NA,0
"BD","MK",-4.703927,"islam","ortho",NA,0
"BD","ML",-2.822187,"islam","islam","islam",1
"BD","MN",-4.257745,"islam","buddh",NA,0
"BD","MO",-11.24013,"islam",NA,NA,0
"BD","MP",-11.24013,"islam",NA,NA,0
"BD","MR",-5.125078,"islam","afric",NA,0
"BD","MT",-4.206934467,"islam","wstrn",NA,0
"BD","MU",-4.537284,"islam","afric",NA,0
"BD","MX",-3.394517355,"islam","latam",NA,0
"BD","MY",-6.977549912,"islam","islam","islam",1
"BD","MZ",-4.888658,"islam","afric",NA,0
"BD","NC",-4.271528,"islam",NA,NA,0
"BD","NG",-1.4492661275,"islam","afric",NA,0
"BD","NI",-11.24013,"islam","latam",NA,0
"BD","NL",-4.605542388,"islam","wstrn",NA,0
"BD","NO",-7.7780737255,"islam","wstrn",NA,0
"BD","NP",-4.3704253705,"islam","hindu",NA,0
"BD","NZ",-2.9711717245,"islam","wstrn",NA,0
"BD","OM",-3.550997,"islam","islam","islam",1
"BD","PA",0.7727468815,"islam","latam",NA,0
"BD","PE",-5.2134921315,"islam","latam",NA,0
"BD","PF",-11.24013,"islam",NA,NA,0
"BD","PG",-1.30767,"islam","wstrn",NA,0
"BD","PH",-1.8406113455,"islam","wstrn",NA,0
"BD","PK",-1.3537493095,"islam","islam","islam",1
"BD","PL",-0.9285869525,"islam","wstrn",NA,0
"BD","PT",-5.9178725155,"islam","wstrn",NA,0
"BD","PY",2.406646,"islam","latam",NA,0
"BD","QA",0.5005360485,"islam","islam","islam",1
"BD","RU",-7.60048694,"islam","ortho",NA,0
"BD","SA",-2.9801475595,"islam","islam","islam",1
"BD","SD",-6.380119,"islam","islam","islam",1
"BD","SE",-3.323344131,"islam","wstrn",NA,0
"BD","SG",-0.0570974055,"islam","buddh",NA,0
"BD","SI",0.430621288,"islam","wstrn",NA,0
"BD","SK",-1.189598447,"islam","wstrn",NA,0
"BD","SN",-0.6420567,"islam","islam","islam",1
"BD","SR",-11.24013,"islam",NA,NA,0
"BD","SV",0.5583769905,"islam","latam",NA,0
"BD","TH",1.817731774,"islam","buddh",NA,0
"BD","TN",-11.24013,"islam","islam","islam",1
"BD","TR",-4.803253665,"islam","islam","islam",1
"BD","TT",-6.2941536005,"islam","wstrn",NA,0
"BD","TZ",-11.24013,"islam","afric",NA,0
"BD","UA",-7.617673798,"islam","ortho",NA,0
"BD","UG",-3.96098,"islam","afric",NA,0
"BD","US",-3.313907717,"islam","wstrn",NA,0
"BD","UY",-0.9502091625,"islam","latam",NA,0
"BD","UZ",-11.24013,"islam","islam","islam",1
"BD","VC",-11.24013,"islam","latam",NA,0
"BD","VE",-0.477738236,"islam","latam",NA,0
"BD","VI",2.245707,"islam",NA,NA,0
"BD","VN",-3.9868497625,"islam","sinic",NA,0
"BD","YE",-11.24013,"islam","islam","islam",1
"BD","ZA",-2.2619507165,"islam","afric",NA,0
"BD","ZM",-6.098323,"islam","afric",NA,0
"BD","ZW",-11.24013,"islam","afric",NA,0
"BE","BF",-11.24013,"wstrn","afric",NA,0
"BE","BG",-0.7880966835,"wstrn","ortho",NA,0
"BE","BI",-1.492282,"wstrn","afric",NA,0
"BE","BM",0.6755052,"wstrn","wstrn","wstrn",1
"BE","BN",-1.2738520495,"wstrn","islam",NA,0
"BE","BO",-11.24013,"wstrn","latam",NA,0
"BE","BR",-2.7931187205,"wstrn","latam",NA,0
"BE","BS",2.2647138255,"wstrn","latam",NA,0
"BE","BT",-0.8090369,"wstrn",NA,NA,0
"BE","BW",-3.137947,"wstrn","afric",NA,0
"BE","BY",-6.195373721,"wstrn","ortho",NA,0
"BE","BZ",-1.60673,"wstrn",NA,NA,0
"BE","CA",-2.816923749,"wstrn","wstrn","wstrn",1
"BE","CH",-1.524959472,"wstrn","wstrn","wstrn",1
"BE","CI",-4.471377,"wstrn","afric",NA,0
"BE","CL",-7.1705018025,"wstrn","latam",NA,0
"BE","CM",-2.499654,"wstrn","afric",NA,0
"BE","CN",-9.1531435645,"wstrn","sinic",NA,0
"BE","CO",-1.981259922,"wstrn","latam",NA,0
"BE","CR",-7.7960578005,"wstrn","latam",NA,0
"BE","CY",-4.412088975,"wstrn","ortho",NA,0
"BE","CZ",-1.780286157,"wstrn","wstrn","wstrn",1
"BE","DE",0.498041442,"wstrn","wstrn","wstrn",1
"BE","DK",-2.302302418,"wstrn","wstrn","wstrn",1
"BE","DO",-4.3681867135,"wstrn","latam",NA,0
"BE","DZ",0.3075882,"wstrn","islam",NA,0
"BE","EC",-1.096128937,"wstrn","latam",NA,0
"BE","EE",-0.7120111035,"wstrn","wstrn","wstrn",1
"BE","EG",-0.990625282,"wstrn","islam",NA,0
"BE","ES",-6.958460639,"wstrn","wstrn","wstrn",1
"BE","ET",-11.24013,"wstrn",NA,NA,0
"BE","FI",-1.5663902985,"wstrn","wstrn","wstrn",1
"BE","FJ",-0.1258472,"wstrn",NA,NA,0
"BE","FR",-5.5046349495,"wstrn","wstrn","wstrn",1
"BE","GA",-11.24013,"wstrn","afric",NA,0
"BE","GB",-2.920699778,"wstrn","wstrn","wstrn",1
"BE","GE",-11.24013,"wstrn","ortho",NA,0
"BE","GH",-0.9136056,"wstrn","afric",NA,0
"BE","GM",-11.24013,"wstrn","islam",NA,0
"BE","GR",-7.675020508,"wstrn","ortho",NA,0
"BE","GT",-3.286055332,"wstrn","latam",NA,0
"BE","GU",-11.24013,"wstrn",NA,NA,0
"BE","GY",-0.6973902,"wstrn",NA,NA,0
"BE","HK",-2.2790075815,"wstrn","sinic",NA,0
"BE","HN",-11.24013,"wstrn","latam",NA,0
"BE","HR",-5.058463087,"wstrn","wstrn","wstrn",1
"BE","HT",4.851992,"wstrn",NA,NA,0
"BE","HU",-0.766032783,"wstrn","wstrn","wstrn",1
"BE","ID",1.8268764365,"wstrn","islam",NA,0
"BE","IE",1.082160721,"wstrn","wstrn","wstrn",1
"BE","IL",-0.879918397,"wstrn","wstrn","wstrn",1
"BE","IN",-3.5299481305,"wstrn","hindu",NA,0
"BE","IS",-4.030319947,"wstrn","wstrn","wstrn",1
"BE","IT",-1.235601774,"wstrn","wstrn","wstrn",1
"BE","JM",-1.459988513,"wstrn","wstrn","wstrn",1
"BE","JO",5.000464473,"wstrn","islam",NA,0
"BE","JP",-5.552512003,"wstrn",NA,NA,0
"BE","KE",-6.3190807795,"wstrn","afric",NA,0
"BE","KH",-1.040476,"wstrn","buddh",NA,0
"BE","KM",2.251375,"wstrn","afric",NA,0
"BE","KR",-2.7460591195,"wstrn","sinic",NA,0
"BE","KW",-4.8920719185,"wstrn","islam",NA,0
"BE","KY",-2.895635,"wstrn","afric",NA,0
"BE","KZ",-11.24013,"wstrn","ortho",NA,0
"BE","LA",-11.24013,"wstrn","buddh",NA,0
"BE","LB",0.764942231,"wstrn","islam",NA,0
"BE","LC",-1.904825,"wstrn","latam",NA,0
"BE","LK",2.138188635,"wstrn","buddh",NA,0
"BE","LR",-2.259681,"wstrn","afric",NA,0
"BE","LT",-7.718651876,"wstrn","wstrn","wstrn",1
"BE","LU",-0.7369749305,"wstrn","wstrn","wstrn",1
"BE","LV",-1.963354065,"wstrn","wstrn","wstrn",1
"BE","MA",0.3011451425,"wstrn","islam",NA,0
"BE","MD",0.0945308,"wstrn","ortho",NA,0
"BE","ME",-1.813061,"wstrn",NA,NA,0
"BE","MG",1.871781,"wstrn","afric",NA,0
"BE","MK",-11.24013,"wstrn","ortho",NA,0
"BE","ML",-0.4103248,"wstrn","islam",NA,0
"BE","MN",-11.24013,"wstrn","buddh",NA,0
"BE","MO",-11.24013,"wstrn",NA,NA,0
"BE","MP",0.6303588,"wstrn",NA,NA,0
"BE","MR",1.634613,"wstrn","afric",NA,0
"BE","MT",2.238182957,"wstrn","wstrn","wstrn",1
"BE","MU",-1.078708,"wstrn","afric",NA,0
"BE","MX",-3.114330123,"wstrn","latam",NA,0
"BE","MY",-6.9523966785,"wstrn","islam",NA,0
"BE","MZ",-11.24013,"wstrn","afric",NA,0
"BE","NC",-2.535718,"wstrn",NA,NA,0
"BE","NG",-2.480358708,"wstrn","afric",NA,0
"BE","NI",1.145021,"wstrn","latam",NA,0
"BE","NL",-6.3610334485,"wstrn","wstrn","wstrn",1
"BE","NO",-6.5345449015,"wstrn","wstrn","wstrn",1
"BE","NP",-6.0883850025,"wstrn","hindu",NA,0
"BE","NZ",-0.459987245,"wstrn","wstrn","wstrn",1
"BE","OM",-2.03833,"wstrn","islam",NA,0
"BE","PA",0.2696706715,"wstrn","latam",NA,0
"BE","PE",-6.3600252735,"wstrn","latam",NA,0
"BE","PF",-11.24013,"wstrn",NA,NA,0
"BE","PG",-0.9581546,"wstrn","wstrn","wstrn",1
"BE","PH",-2.179084279,"wstrn","wstrn","wstrn",1
"BE","PK",-0.2005041975,"wstrn","islam",NA,0
"BE","PL",-1.864211637,"wstrn","wstrn","wstrn",1
"BE","PT",-7.698890039,"wstrn","wstrn","wstrn",1
"BE","PY",-2.067642,"wstrn","latam",NA,0
"BE","QA",-1.144210643,"wstrn","islam",NA,0
"BE","RU",-7.726780399,"wstrn","ortho",NA,0
"BE","SA",-3.998026328,"wstrn","islam",NA,0
"BE","SD",-3.951161,"wstrn","islam",NA,0
"BE","SE",-1.18090536,"wstrn","wstrn","wstrn",1
"BE","SG",-1.4351534415,"wstrn","buddh",NA,0
"BE","SI",-0.7866314775,"wstrn","wstrn","wstrn",1
"BE","SK",-5.540296759,"wstrn","wstrn","wstrn",1
"BE","SN",2.021301,"wstrn","islam",NA,0
"BE","SR",-1.08803,"wstrn",NA,NA,0
"BE","SV",-2.7258729515,"wstrn","latam",NA,0
"BE","TH",-2.752269121,"wstrn","buddh",NA,0
"BE","TN",2.329873,"wstrn","islam",NA,0
"BE","TR",-2.575777322,"wstrn","islam",NA,0
"BE","TT",1.1249160245,"wstrn","wstrn","wstrn",1
"BE","TZ",0.384372,"wstrn","afric",NA,0
"BE","UA",-0.630615242,"wstrn","ortho",NA,0
"BE","UG",-0.433411,"wstrn","afric",NA,0
"BE","US",-7.367214127,"wstrn","wstrn","wstrn",1
"BE","UY",-5.941164502,"wstrn","latam",NA,0
"BE","UZ",-1.094257,"wstrn","islam",NA,0
"BE","VC",-11.24013,"wstrn","latam",NA,0
"BE","VE",-1.0569220445,"wstrn","latam",NA,0
"BE","VI",-11.24013,"wstrn",NA,NA,0
"BE","VN",-7.941358663,"wstrn","sinic",NA,0
"BE","YE",1.438073,"wstrn","islam",NA,0
"BE","ZA",-4.906951018,"wstrn","afric",NA,0
"BE","ZM",-3.446223,"wstrn","afric",NA,0
"BE","ZW",-11.24013,"wstrn","afric",NA,0
"BF","BG",-11.24013,"afric","ortho",NA,0
"BF","BI",-11.24013,"afric","afric","afric",1
"BF","BM",-3.886592,"afric","wstrn",NA,0
"BF","BN",-11.24013,"afric","islam",NA,0
"BF","BO",-4.360231,"afric","latam",NA,0
"BF","BR",4.078841,"afric","latam",NA,0
"BF","BS",-11.24013,"afric","latam",NA,0
"BF","BT",-2.80167,"afric",NA,NA,0
"BF","BW",-11.24013,"afric","afric","afric",1
"BF","BY",-3.391109,"afric","ortho",NA,0
"BF","BZ",-6.402723,"afric",NA,NA,0
"BF","CA",-0.8058247,"afric","wstrn",NA,0
"BF","CH",-4.512527,"afric","wstrn",NA,0
"BF","CI",-5.483181,"afric","afric","afric",1
"BF","CL",1.637867,"afric","latam",NA,0
"BF","CM",-11.24013,"afric","afric","afric",1
"BF","CN",-3.207805,"afric","sinic",NA,0
"BF","CO",-11.24013,"afric","latam",NA,0
"BF","CR",-0.5760263,"afric","latam",NA,0
"BF","CY",-7.912883,"afric","ortho",NA,0
"BF","CZ",-11.24013,"afric","wstrn",NA,0
"BF","DE",-4.199582,"afric","wstrn",NA,0
"BF","DK",-3.93325,"afric","wstrn",NA,0
"BF","DO",-4.490729,"afric","latam",NA,0
"BF","DZ",-4.729567,"afric","islam",NA,0
"BF","EC",-11.24013,"afric","latam",NA,0
"BF","EE",-4.410703,"afric","wstrn",NA,0
"BF","EG",-2.457786,"afric","islam",NA,0
"BF","ES",-4.19983,"afric","wstrn",NA,0
"BF","ET",1.485631,"afric",NA,NA,0
"BF","FI",-11.24013,"afric","wstrn",NA,0
"BF","FJ",-11.24013,"afric",NA,NA,0
"BF","FR",-11.24013,"afric","wstrn",NA,0
"BF","GA",-3.72416,"afric","afric","afric",1
"BF","GB",-11.24013,"afric","wstrn",NA,0
"BF","GE",-11.24013,"afric","ortho",NA,0
"BF","GH",-0.8032666,"afric","afric","afric",1
"BF","GM",-3.856922,"afric","islam",NA,0
"BF","GR",-11.24013,"afric","ortho",NA,0
"BF","GT",-4.924304,"afric","latam",NA,0
"BF","GU",-5.415514,"afric",NA,NA,0
"BF","GY",-11.24013,"afric",NA,NA,0
"BF","HK",-1.329707,"afric","sinic",NA,0
"BF","HN",-0.7821912,"afric","latam",NA,0
"BF","HR",-4.174245,"afric","wstrn",NA,0
"BF","HT",-5.694551,"afric",NA,NA,0
"BF","HU",-3.018079,"afric","wstrn",NA,0
"BF","ID",-11.24013,"afric","islam",NA,0
"BF","IE",-1.73793,"afric","wstrn",NA,0
"BF","IL",-11.24013,"afric","wstrn",NA,0
"BF","IN",-4.422644,"afric","hindu",NA,0
"BF","IT",-6.723075,"afric","wstrn",NA,0
"BF","JM",-0.103026,"afric","wstrn",NA,0
"BF","JO",-1.135878,"afric","islam",NA,0
"BF","JP",-1.00774,"afric",NA,NA,0
"BF","KE",-6.83325,"afric","afric","afric",1
"BF","KH",-5.384484,"afric","buddh",NA,0
"BF","KM",-4.36623,"afric","afric","afric",1
"BF","KR",-1.866663,"afric","sinic",NA,0
"BF","KW",-11.24013,"afric","islam",NA,0
"BF","KY",-4.600586,"afric","afric","afric",1
"BF","KZ",-4.434275,"afric","ortho",NA,0
"BF","LA",-11.24013,"afric","buddh",NA,0
"BF","LB",0.4370474,"afric","islam",NA,0
"BF","LC",-11.24013,"afric","latam",NA,0
"BF","LK",-3.314393,"afric","buddh",NA,0
"BF","LR",-1.824566,"afric","afric","afric",1
"BF","LT",-6.950915,"afric","wstrn",NA,0
"BF","LU",0.1542267,"afric","wstrn",NA,0
"BF","LV",-5.931174,"afric","wstrn",NA,0
"BF","MA",-4.173378,"afric","islam",NA,0
"BF","MD",-11.24013,"afric","ortho",NA,0
"BF","ME",-11.24013,"afric",NA,NA,0
"BF","MG",-3.840503,"afric","afric","afric",1
"BF","MK",-11.24013,"afric","ortho",NA,0
"BF","ML",-0.7129469,"afric","islam",NA,0
"BF","MN",-4.003742,"afric","buddh",NA,0
"BF","MO",-3.863762,"afric",NA,NA,0
"BF","MP",-5.405326,"afric",NA,NA,0
"BF","MR",-4.401072,"afric","afric","afric",1
"BF","MT",-4.222004,"afric","wstrn",NA,0
"BF","MU",-4.506425,"afric","afric","afric",1
"BF","MX",-11.24013,"afric","latam",NA,0
"BF","MY",-5.736693,"afric","islam",NA,0
"BF","MZ",-0.04968799,"afric","afric","afric",1
"BF","NC",-11.24013,"afric",NA,NA,0
"BF","NG",-3.557277,"afric","afric","afric",1
"BF","NI",-11.24013,"afric","latam",NA,0
"BF","NL",-5.538054,"afric","wstrn",NA,0
"BF","NO",-11.24013,"afric","wstrn",NA,0
"BF","NP",-6.297895,"afric","hindu",NA,0
"BF","NZ",-4.027882,"afric","wstrn",NA,0
"BF","OM",-5.129576,"afric","islam",NA,0
"BF","PA",-3.622184,"afric","latam",NA,0
"BF","PE",-4.714998,"afric","latam",NA,0
"BF","PF",-4.124784,"afric",NA,NA,0
"BF","PG",-11.24013,"afric","wstrn",NA,0
"BF","PH",-11.24013,"afric","wstrn",NA,0
"BF","PK",-6.49213,"afric","islam",NA,0
"BF","PL",-11.24013,"afric","wstrn",NA,0
"BF","PT",-8.538903,"afric","wstrn",NA,0
"BF","PY",-5.852035,"afric","latam",NA,0
"BF","QA",-0.07886173,"afric","islam",NA,0
"BF","RU",2.100589,"afric","ortho",NA,0
"BF","SA",-1.877125,"afric","islam",NA,0
"BF","SD",-11.24013,"afric","islam",NA,0
"BF","SE",-1.439269,"afric","wstrn",NA,0
"BF","SG",-0.02520092,"afric","buddh",NA,0
"BF","SI",-4.654494,"afric","wstrn",NA,0
"BF","SK",-3.111859,"afric","wstrn",NA,0
"BF","SN",-0.3918349,"afric","islam",NA,0
"BF","SR",-0.3203019,"afric",NA,NA,1
"BF","SV",-1.136038,"afric","latam",NA,0
"BF","TH",-3.258474,"afric","buddh",NA,0
"BF","TN",-3.879322,"afric","islam",NA,0
"BF","TR",-5.440008,"afric","islam",NA,0
"BF","TT",-4.39871,"afric","wstrn",NA,0
"BF","TZ",3.210779,"afric","afric","afric",1
"BF","UA",-11.24013,"afric","ortho",NA,0
"BF","UG",-1.365172,"afric","afric","afric",1
"BF","US",-11.24013,"afric","wstrn",NA,0
"BF","UY",-11.24013,"afric","latam",NA,0
"BF","UZ",-1.728767,"afric","islam",NA,0
"BF","VC",-3.77805,"afric","latam",NA,0
"BF","VE",-1.922331,"afric","latam",NA,0
"BF","VI",-6.066273,"afric",NA,NA,0
"BF","VN",-0.8707651,"afric","sinic",NA,0
"BF","YE",2.557472,"afric","islam",NA,0
"BF","ZA",-0.4016451,"afric","afric","afric",1
"BF","ZM",-6.537468,"afric","afric","afric",1
"BF","ZW",-5.158564,"afric","afric","afric",1
"BG","BI",1.916599,"ortho","afric",NA,0
"BG","BM",-11.24013,"ortho","wstrn",NA,0
"BG","BN",-4.4210989615,"ortho","islam",NA,0
"BG","BO",-3.960984,"ortho","latam",NA,0
"BG","BR",-6.646148077,"ortho","latam",NA,0
"BG","BS",-3.0970801075,"ortho","latam",NA,0
"BG","BT",-11.24013,"ortho",NA,NA,0
"BG","BW",-11.24013,"ortho","afric",NA,0
"BG","BY",-7.0367467365,"ortho","ortho","ortho",1
"BG","BZ",-11.24013,"ortho",NA,NA,0
"BG","CA",-4.737649676,"ortho","wstrn",NA,0
"BG","CH",-2.2777050105,"ortho","wstrn",NA,0
"BG","CI",-11.24013,"ortho","afric",NA,0
"BG","CL",-2.7265478725,"ortho","latam",NA,0
"BG","CM",-11.24013,"ortho","afric",NA,0
"BG","CN",-1.1060676475,"ortho","sinic",NA,0
"BG","CO",-1.378751063,"ortho","latam",NA,0
"BG","CR",-7.892385239,"ortho","latam",NA,0
"BG","CY",-7.423769581,"ortho","ortho","ortho",1
"BG","CZ",-3.8875890435,"ortho","wstrn",NA,0
"BG","DE",0.870576733,"ortho","wstrn",NA,0
"BG","DK",-1.9928910975,"ortho","wstrn",NA,0
"BG","DO",-12.3993476705,"ortho","latam",NA,0
"BG","DZ",-11.24013,"ortho","islam",NA,0
"BG","EC",-7.7315147495,"ortho","latam",NA,0
"BG","EE",-0.00220712599999995,"ortho","wstrn",NA,0
"BG","EG",0.3275273755,"ortho","islam",NA,0
"BG","ES",2.759266083,"ortho","wstrn",NA,0
"BG","ET",-3.183502,"ortho",NA,NA,0
"BG","FI",-5.108569464,"ortho","wstrn",NA,0
"BG","FJ",6.539115,"ortho",NA,NA,0
"BG","FR",-7.584927707,"ortho","wstrn",NA,0
"BG","GA",-1.350832,"ortho","afric",NA,0
"BG","GB",-4.4712079735,"ortho","wstrn",NA,0
"BG","GE",2.774628,"ortho","ortho","ortho",1
"BG","GH",-0.2940188,"ortho","afric",NA,0
"BG","GM",-3.680819,"ortho","islam",NA,0
"BG","GR",-8.3733343485,"ortho","ortho","ortho",1
"BG","GT",-0.443787238,"ortho","latam",NA,0
"BG","GU",-11.24013,"ortho",NA,NA,0
"BG","GY",-1.74073,"ortho",NA,NA,0
"BG","HK",-1.3569282795,"ortho","sinic",NA,0
"BG","HN",-2.60456,"ortho","latam",NA,0
"BG","HR",-3.6389334425,"ortho","wstrn",NA,0
"BG","HT",-2.404933,"ortho",NA,NA,0
"BG","HU",-7.7448187355,"ortho","wstrn",NA,0
"BG","ID",2.2765255545,"ortho","islam",NA,0
"BG","IE",0.2155045615,"ortho","wstrn",NA,0
"BG","IL",-0.042585271,"ortho","wstrn",NA,0
"BG","IN",-2.1748058285,"ortho","hindu",NA,0
"BG","IS",-0.446607916,"ortho","wstrn",NA,0
"BG","IT",-7.324683062,"ortho","wstrn",NA,0
"BG","JM",-1.46680473,"ortho","wstrn",NA,0
"BG","JO",0.6953531775,"ortho","islam",NA,0
"BG","JP",-1.5719043605,"ortho",NA,NA,0
"BG","KE",1.9237294435,"ortho","afric",NA,0
"BG","KH",-11.24013,"ortho","buddh",NA,0
"BG","KM",2.158793,"ortho","afric",NA,0
"BG","KR",-9.085979324,"ortho","sinic",NA,0
"BG","KW",-7.679793437,"ortho","islam",NA,0
"BG","KY",-11.24013,"ortho","afric",NA,0
"BG","KZ",0.6581531,"ortho","ortho","ortho",1
"BG","LA",-2.294655,"ortho","buddh",NA,0
"BG","LB",-2.2204325315,"ortho","islam",NA,0
"BG","LC",-2.111917,"ortho","latam",NA,0
"BG","LK",-1.624292744,"ortho","buddh",NA,0
"BG","LR",0.9672147,"ortho","afric",NA,0
"BG","LT",-9.5555993595,"ortho","wstrn",NA,0
"BG","LU",-7.8849490525,"ortho","wstrn",NA,0
"BG","LV",-1.7498879635,"ortho","wstrn",NA,0
"BG","MA",-2.3687086855,"ortho","islam",NA,0
"BG","MD",-11.24013,"ortho","ortho","ortho",1
"BG","ME",-11.24013,"ortho",NA,NA,0
"BG","MG",-1.649496,"ortho","afric",NA,0
"BG","MK",0.3511515,"ortho","ortho","ortho",1
"BG","ML",1.161328,"ortho","islam",NA,0
"BG","MN",-1.024278,"ortho","buddh",NA,0
"BG","MO",-11.24013,"ortho",NA,NA,0
"BG","MP",0.7369246,"ortho",NA,NA,0
"BG","MR",-11.24013,"ortho","afric",NA,0
"BG","MT",-0.3107425595,"ortho","wstrn",NA,0
"BG","MU",-11.24013,"ortho","afric",NA,0
"BG","MX",-1.1002401495,"ortho","latam",NA,0
"BG","MY",-6.961215656,"ortho","islam",NA,0
"BG","MZ",-11.24013,"ortho","afric",NA,0
"BG","NC",-2.742809,"ortho",NA,NA,0
"BG","NG",-1.275530528,"ortho","afric",NA,0
"BG","NI",-4.197869,"ortho","latam",NA,0
"BG","NL",-5.211975002,"ortho","wstrn",NA,0
"BG","NO",-6.5380308875,"ortho","wstrn",NA,0
"BG","NP",-0.8661481325,"ortho","hindu",NA,0
"BG","NZ",-4.627909674,"ortho","wstrn",NA,0
"BG","OM",0.05716315,"ortho","islam",NA,0
"BG","PA",-1.188811556,"ortho","latam",NA,0
"BG","PE",-1.4855364325,"ortho","latam",NA,0
"BG","PF",3.718712,"ortho",NA,NA,0
"BG","PG",-0.3543161,"ortho","wstrn",NA,0
"BG","PH",-2.50306899,"ortho","wstrn",NA,0
"BG","PK",-5.662651501,"ortho","islam",NA,0
"BG","PL",-9.234682109,"ortho","wstrn",NA,0
"BG","PT",-4.9113667535,"ortho","wstrn",NA,0
"BG","PY",-11.24013,"ortho","latam",NA,0
"BG","QA",-4.8199702125,"ortho","islam",NA,0
"BG","RU",-6.563662586,"ortho","ortho","ortho",1
"BG","SA",-0.9427706075,"ortho","islam",NA,0
"BG","SD",-2.90549,"ortho","islam",NA,0
"BG","SE",-3.646762099,"ortho","wstrn",NA,0
"BG","SG",-2.464900141,"ortho","buddh",NA,0
"BG","SI",-1.9341663785,"ortho","wstrn",NA,0
"BG","SK",-2.779961098,"ortho","wstrn",NA,0
"BG","SN",-11.24013,"ortho","islam",NA,0
"BG","SR",-11.24013,"ortho",NA,NA,0
"BG","SV",-3.4554422165,"ortho","latam",NA,0
"BG","TH",-1.625991296,"ortho","buddh",NA,0
"BG","TN",-0.5251647,"ortho","islam",NA,0
"BG","TR",-4.785141364,"ortho","islam",NA,0
"BG","TT",-7.7599046095,"ortho","wstrn",NA,0
"BG","TZ",-0.4417589,"ortho","afric",NA,0
"BG","UA",-3.2340688545,"ortho","ortho","ortho",1
"BG","UG",-11.24013,"ortho","afric",NA,0
"BG","US",-2.21175664,"ortho","wstrn",NA,0
"BG","UY",-8.5885671415,"ortho","latam",NA,0
"BG","UZ",-11.24013,"ortho","islam",NA,0
"BG","VC",-11.24013,"ortho","latam",NA,0
"BG","VE",-1.744075024,"ortho","latam",NA,0
"BG","VI",-11.24013,"ortho",NA,NA,0
"BG","VN",-2.7761881505,"ortho","sinic",NA,0
"BG","YE",-11.24013,"ortho","islam",NA,0
"BG","ZA",-5.106824276,"ortho","afric",NA,0
"BG","ZM",0.2323648,"ortho","afric",NA,0
"BG","ZW",-1.021648,"ortho","afric",NA,0
"BI","BM",-11.24013,"afric","wstrn",NA,0
"BI","BN",-11.24013,"afric","islam",NA,0
"BI","BO",1.911094,"afric","latam",NA,0
"BI","BR",-5.515711,"afric","latam",NA,0
"BI","BS",-5.065855,"afric","latam",NA,0
"BI","BT",-4.869607,"afric",NA,NA,0
"BI","BW",-11.24013,"afric","afric","afric",1
"BI","BY",-3.801817,"afric","ortho",NA,0
"BI","BZ",-11.24013,"afric",NA,NA,0
"BI","CA",-11.24013,"afric","wstrn",NA,0
"BI","CH",-6.069638,"afric","wstrn",NA,0
"BI","CI",3.727003,"afric","afric","afric",1
"BI","CL",-1.942888,"afric","latam",NA,0
"BI","CM",-11.24013,"afric","afric","afric",1
"BI","CN",-11.24013,"afric","sinic",NA,0
"BI","CO",-11.24013,"afric","latam",NA,0
"BI","CR",-3.862825,"afric","latam",NA,0
"BI","CY",-0.3975372,"afric","ortho",NA,0
"BI","CZ",-3.933556,"afric","wstrn",NA,0
"BI","DE",3.317415,"afric","wstrn",NA,0
"BI","DK",-2.599989,"afric","wstrn",NA,0
"BI","DO",-11.24013,"afric","latam",NA,0
"BI","DZ",-11.24013,"afric","islam",NA,0
"BI","EC",-1.019484,"afric","latam",NA,0
"BI","EE",-4.463737,"afric","wstrn",NA,0
"BI","EG",-11.24013,"afric","islam",NA,0
"BI","ES",-3.559717,"afric","wstrn",NA,0
"BI","ET",-0.5297021,"afric",NA,NA,0
"BI","FI",-11.24013,"afric","wstrn",NA,0
"BI","FJ",-11.24013,"afric",NA,NA,0
"BI","FR",-11.24013,"afric","wstrn",NA,0
"BI","GA",-0.3367757,"afric","afric","afric",1
"BI","GB",-7.028523,"afric","wstrn",NA,0
"BI","GE",-2.733898,"afric","ortho",NA,0
"BI","GH",-5.310648,"afric","afric","afric",1
"BI","GM",-4.538565,"afric","islam",NA,0
"BI","GR",-11.24013,"afric","ortho",NA,0
"BI","GT",-5.536954,"afric","latam",NA,0
"BI","GU",-11.24013,"afric",NA,NA,0
"BI","GY",0.9119209,"afric",NA,NA,0
"BI","HK",-4.89894,"afric","sinic",NA,0
"BI","HN",-2.363694,"afric","latam",NA,0
