"i","j","D_ij","civ_i","civ_j","civ_ij","comciv"
"EG","JP",-2.6203645035,"islam",NA,NA,0
"EG","KE",-1.398539937,"islam","afric",NA,0
"EG","KH",-4.728842,"islam","buddh",NA,0
"EG","KM",-11.24013,"islam","afric",NA,0
"EG","KR",-8.5837406705,"islam","sinic",NA,0
"EG","KW",-4.111622657,"islam","islam","islam",1
"EG","KY",-0.5950393,"islam","afric",NA,0
"EG","KZ",-11.24013,"islam","ortho",NA,0
"EG","LA",-11.24013,"islam","buddh",NA,0
"EG","LB",-7.666383583,"islam","islam","islam",1
"EG","LC",-1.855522,"islam","latam",NA,0
"EG","LK",-6.0241450655,"islam","buddh",NA,0
"EG","LR",-1.804912,"islam","afric",NA,0
"EG","LT",-4.115138161,"islam","wstrn",NA,0
"EG","LU",-2.1078067845,"islam","wstrn",NA,0
"EG","LV",-1.1257036815,"islam","wstrn",NA,0
"EG","MA",-3.609711701,"islam","islam","islam",1
"EG","MD",-11.24013,"islam","ortho",NA,0
"EG","ME",-1.730967,"islam",NA,NA,0
"EG","MG",-0.6199112,"islam","afric",NA,0
"EG","MK",-3.324279,"islam","ortho",NA,0
"EG","ML",1.709037,"islam","islam","islam",1
"EG","MN",-3.165779,"islam","buddh",NA,0
"EG","MO",-11.24013,"islam",NA,NA,0
"EG","MP",-1.859312,"islam",NA,NA,0
"EG","MR",1.210397,"islam","afric",NA,0
"EG","MT",-2.4316879425,"islam","wstrn",NA,0
"EG","MU",-0.8855099,"islam","afric",NA,0
"EG","MX",-8.3227746705,"islam","latam",NA,0
"EG","MY",-7.41035832,"islam","islam","islam",1
"EG","MZ",-4.895304,"islam","afric",NA,0
"EG","NC",-11.24013,"islam",NA,NA,0
"EG","NG",-1.5095051625,"islam","afric",NA,0
"EG","NI",-11.24013,"islam","latam",NA,0
"EG","NL",-8.8739146705,"islam","wstrn",NA,0
"EG","NO",-6.0788997695,"islam","wstrn",NA,0
"EG","NP",-1.6966610365,"islam","hindu",NA,0
"EG","NZ",-2.265066576,"islam","wstrn",NA,0
"EG","OM",-0.7362638,"islam","islam","islam",1
"EG","PA",-1.356004497,"islam","latam",NA,0
"EG","PE",-1.6100096945,"islam","latam",NA,0
"EG","PF",-2.775995,"islam",NA,NA,0
"EG","PG",-4.086905,"islam","wstrn",NA,0
"EG","PH",-0.1404151945,"islam","wstrn",NA,0
"EG","PK",-7.515178928,"islam","islam","islam",1
"EG","PL",-3.891823452,"islam","wstrn",NA,0
"EG","PT",-2.242479599,"islam","wstrn",NA,0
"EG","PY",-1.795195,"islam","latam",NA,0
"EG","QA",-4.355998962,"islam","islam","islam",1
"EG","RU",-6.9843665205,"islam","ortho",NA,0
"EG","SA",-0.7644721495,"islam","islam","islam",1
"EG","SD",-3.208711,"islam","islam","islam",1
"EG","SE",-5.982208047,"islam","wstrn",NA,0
"EG","SG",-3.0837111905,"islam","buddh",NA,0
"EG","SI",-7.965531651,"islam","wstrn",NA,0
"EG","SK",-6.6605471205,"islam","wstrn",NA,0
"EG","SN",1.326426,"islam","islam","islam",1
"EG","SR",-11.24013,"islam",NA,NA,0
"EG","SV",-3.1055659625,"islam","latam",NA,0
"EG","TH",-2.7312819435,"islam","buddh",NA,0
"EG","TN",-1.837385,"islam","islam","islam",1
"EG","TR",-2.29754921,"islam","islam","islam",1
"EG","TT",-7.2001273335,"islam","wstrn",NA,0
"EG","TZ",-11.24013,"islam","afric",NA,0
"EG","UA",-7.689068957,"islam","ortho",NA,0
"EG","UG",1.907304,"islam","afric",NA,0
"EG","US",-1.587424593,"islam","wstrn",NA,0
"EG","UY",-1.1098390935,"islam","latam",NA,0
"EG","UZ",-3.242178,"islam","islam","islam",1
"EG","VC",-2.12698,"islam","latam",NA,0
"EG","VE",-4.5974485015,"islam","latam",NA,0
"EG","VI",-11.24013,"islam",NA,NA,0
"EG","VN",-1.6866920795,"islam","sinic",NA,0
"EG","YE",-11.24013,"islam","islam","islam",1
"EG","ZA",-4.670572114,"islam","afric",NA,0
"EG","ZM",-5.188679,"islam","afric",NA,0
"EG","ZW",-3.116628,"islam","afric",NA,0
"ES","ET",-11.24013,"wstrn",NA,NA,0
"ES","FI",-1.2718531195,"wstrn","wstrn","wstrn",1
"ES","FJ",-0.8810954,"wstrn",NA,NA,0
"ES","FR",1.063779025,"wstrn","wstrn","wstrn",1
"ES","GA",3.700572,"wstrn","afric",NA,0
"ES","GB",-7.367651303,"wstrn","wstrn","wstrn",1
"ES","GE",-11.24013,"wstrn","ortho",NA,0
"ES","GH",0.5619873,"wstrn","afric",NA,0
"ES","GM",-11.24013,"wstrn","islam",NA,0
"ES","GR",-2.836818647,"wstrn","ortho",NA,0
"ES","GT",-1.1867703735,"wstrn","latam",NA,0
"ES","GU",-11.24013,"wstrn",NA,NA,0
"ES","GY",-2.477143,"wstrn",NA,NA,0
"ES","HK",-7.6192073145,"wstrn","sinic",NA,0
"ES","HN",-0.188237,"wstrn","latam",NA,0
"ES","HR",-0.539460701,"wstrn","wstrn","wstrn",1
"ES","HT",-11.24013,"wstrn",NA,NA,0
"ES","HU",-2.920648805,"wstrn","wstrn","wstrn",1
"ES","ID",-2.0081669045,"wstrn","islam",NA,0
"ES","IE",-2.8159932235,"wstrn","wstrn","wstrn",1
"ES","IL",-5.206769166,"wstrn","wstrn","wstrn",1
"ES","IN",-1.871342695,"wstrn","hindu",NA,0
"ES","IS",-0.949356535,"wstrn","wstrn","wstrn",1
"ES","IT",-8.20318624,"wstrn","wstrn","wstrn",1
"ES","JM",-0.964049932,"wstrn","wstrn","wstrn",1
"ES","JO",0.6786284615,"wstrn","islam",NA,0
"ES","JP",-1.9088401545,"wstrn",NA,NA,0
"ES","KE",-2.1792952435,"wstrn","afric",NA,0
"ES","KH",-11.24013,"wstrn","buddh",NA,0
"ES","KM",-11.24013,"wstrn","afric",NA,0
"ES","KR",-3.1444289315,"wstrn","sinic",NA,0
"ES","KW",-8.7898525165,"wstrn","islam",NA,0
"ES","KY",-11.24013,"wstrn","afric",NA,0
"ES","KZ",-4.73222,"wstrn","ortho",NA,0
"ES","LA",-0.1784364,"wstrn","buddh",NA,0
"ES","LB",-7.032396884,"wstrn","islam",NA,0
"ES","LC",-11.24013,"wstrn","latam",NA,0
"ES","LK",-12.3993476705,"wstrn","buddh",NA,0
"ES","LR",-2.940821,"wstrn","afric",NA,0
"ES","LT",-9.0496876705,"wstrn","wstrn","wstrn",1
"ES","LU",-3.5089688125,"wstrn","wstrn","wstrn",1
"ES","LV",-1.198658662,"wstrn","wstrn","wstrn",1
"ES","MA",-4.2124285435,"wstrn","islam",NA,0
"ES","MD",-11.24013,"wstrn","ortho",NA,0
"ES","ME",-11.24013,"wstrn",NA,NA,0
"ES","MG",-1.430398,"wstrn","afric",NA,0
"ES","MK",-11.24013,"wstrn","ortho",NA,0
"ES","ML",-3.765614,"wstrn","islam",NA,0
"ES","MN",0.0550215,"wstrn","buddh",NA,0
"ES","MO",0.7311453,"wstrn",NA,NA,0
"ES","MP",2.98113,"wstrn",NA,NA,0
"ES","MR",-11.24013,"wstrn","afric",NA,0
"ES","MT",-6.8012637325,"wstrn","wstrn","wstrn",1
"ES","MU",-4.398905,"wstrn","afric",NA,0
"ES","MX",-8.7406766705,"wstrn","latam",NA,0
"ES","MY",-2.6395992975,"wstrn","islam",NA,0
"ES","MZ",-0.3682524,"wstrn","afric",NA,0
"ES","NC",-11.24013,"wstrn",NA,NA,0
"ES","NG",-1.4640954575,"wstrn","afric",NA,0
"ES","NI",-1.493864,"wstrn","latam",NA,0
"ES","NL",-6.87811101,"wstrn","wstrn","wstrn",1
"ES","NO",-1.2163881855,"wstrn","wstrn","wstrn",1
"ES","NP",-7.9184586705,"wstrn","hindu",NA,0
"ES","NZ",-3.524451359,"wstrn","wstrn","wstrn",1
"ES","OM",2.055442,"wstrn","islam",NA,0
"ES","PA",-5.596392932,"wstrn","latam",NA,0
"ES","PE",-6.772150649,"wstrn","latam",NA,0
"ES","PF",0.2312312,"wstrn",NA,NA,0
"ES","PG",-11.24013,"wstrn","wstrn","wstrn",1
"ES","PH",-4.1726874845,"wstrn","wstrn","wstrn",1
"ES","PK",-5.4847207625,"wstrn","islam",NA,0
"ES","PL",-6.545076291,"wstrn","wstrn","wstrn",1
"ES","PT",-3.7532804465,"wstrn","wstrn","wstrn",1
"ES","PY",-0.6087163,"wstrn","latam",NA,0
"ES","QA",-2.1733517585,"wstrn","islam",NA,0
"ES","RU",-7.782022541,"wstrn","ortho",NA,0
"ES","SA",-1.011381032,"wstrn","islam",NA,0
"ES","SD",-11.24013,"wstrn","islam",NA,0
"ES","SE",-4.4727728405,"wstrn","wstrn","wstrn",1
"ES","SG",-4.8647318165,"wstrn","buddh",NA,0
"ES","SI",-9.2825312865,"wstrn","wstrn","wstrn",1
"ES","SK",-2.882512013,"wstrn","wstrn","wstrn",1
"ES","SN",2.688428,"wstrn","islam",NA,0
"ES","SR",-1.856182,"wstrn",NA,NA,0
"ES","SV",-7.2485519955,"wstrn","latam",NA,0
"ES","TH",-2.2656460685,"wstrn","buddh",NA,0
"ES","TN",-1.980042,"wstrn","islam",NA,0
"ES","TR",-6.2124128915,"wstrn","islam",NA,0
"ES","TT",-0.439993013,"wstrn","wstrn","wstrn",1
"ES","TZ",-0.782276,"wstrn","afric",NA,0
"ES","UA",-1.4331780025,"wstrn","ortho",NA,0
"ES","UG",-1.520016,"wstrn","afric",NA,0
"ES","US",-7.5913036705,"wstrn","wstrn","wstrn",1
"ES","UY",-3.016407572,"wstrn","latam",NA,0
"ES","UZ",-2.180862,"wstrn","islam",NA,0
"ES","VC",-11.24013,"wstrn","latam",NA,0
"ES","VE",-0.7384755775,"wstrn","latam",NA,0
"ES","VI",0.1204167,"wstrn",NA,NA,0
"ES","VN",0.4892584835,"wstrn","sinic",NA,0
"ES","YE",-3.417455,"wstrn","islam",NA,0
"ES","ZA",-8.6933118865,"wstrn","afric",NA,0
"ES","ZM",-11.24013,"wstrn","afric",NA,0
"ES","ZW",-11.24013,"wstrn","afric",NA,0
"ET","FI",-11.24013,NA,"wstrn",NA,0
"ET","FJ",-11.24013,NA,NA,NA,1
"ET","FR",-1.974316,NA,"wstrn",NA,0
"ET","GA",-11.24013,NA,"afric",NA,0
"ET","GB",-7.531821,NA,"wstrn",NA,0
"ET","GE",-0.8393013,NA,"ortho",NA,0
"ET","GH",-11.24013,NA,"afric",NA,0
"ET","GM",-3.02696,NA,"islam",NA,0
"ET","GR",-11.24013,NA,"ortho",NA,0
"ET","GT",-4.536175,NA,"latam",NA,0
"ET","GU",1.325244,NA,NA,NA,1
"ET","GY",-1.795523,NA,NA,NA,1
"ET","HK",-11.24013,NA,"sinic",NA,0
"ET","HN",2.048111,NA,"latam",NA,0
"ET","HR",-3.749748,NA,"wstrn",NA,0
"ET","HT",-0.6749346,NA,NA,NA,1
"ET","HU",1.669601,NA,"wstrn",NA,0
"ET","ID",-11.24013,NA,"islam",NA,0
"ET","IE",-11.24013,NA,"wstrn",NA,0
"ET","IL",-0.3203214,NA,"wstrn",NA,0
"ET","IN",-4.573511,NA,"hindu",NA,0
"ET","IT",-0.5178342,NA,"wstrn",NA,0
"ET","JM",-2.568901,NA,"wstrn",NA,0
"ET","JO",2.622484,NA,"islam",NA,0
"ET","JP",-2.970986,NA,NA,NA,1
"ET","KE",2.353032,NA,"afric",NA,0
"ET","KH",-4.149057,NA,"buddh",NA,0
"ET","KM",-2.725338,NA,"afric",NA,0
"ET","KR",-11.24013,NA,"sinic",NA,0
"ET","KW",-11.24013,NA,"islam",NA,0
"ET","KY",-4.058306,NA,"afric",NA,0
"ET","KZ",-0.2031155,NA,"ortho",NA,0
"ET","LA",-0.9476492,NA,"buddh",NA,0
"ET","LB",-1.168065,NA,"islam",NA,0
"ET","LC",0.9667443,NA,"latam",NA,0
"ET","LK",-11.24013,NA,"buddh",NA,0
"ET","LR",-1.225127,NA,"afric",NA,0
"ET","LT",-11.24013,NA,"wstrn",NA,0
"ET","LU",-2.371546,NA,"wstrn",NA,0
"ET","LV",-1.363543,NA,"wstrn",NA,0
"ET","MA",-2.937951,NA,"islam",NA,0
"ET","MD",-1.242494,NA,"ortho",NA,0
"ET","ME",-2.975732,NA,NA,NA,0
"ET","MG",-0.2537002,NA,"afric",NA,0
"ET","MK",-2.744494,NA,"ortho",NA,0
"ET","ML",-4.940292,NA,"islam",NA,0
"ET","MN",-11.24013,NA,"buddh",NA,0
"ET","MO",-11.24013,NA,NA,NA,0
"ET","MP",-2.378139,NA,NA,NA,1
"ET","MR",-1.77935,NA,"afric",NA,0
"ET","MT",-11.24013,NA,"wstrn",NA,0
"ET","MU",2.281186,NA,"afric",NA,0
"ET","MX",-4.692001,NA,"latam",NA,0
"ET","MY",-5.417557,NA,"islam",NA,0
"ET","MZ",-3.622372,NA,"afric",NA,0
"ET","NC",-2.599776,NA,NA,NA,1
"ET","NG",-3.13278,NA,"afric",NA,0
"ET","NI",-4.460301,NA,"latam",NA,0
"ET","NL",1.225668,NA,"wstrn",NA,0
"ET","NO",-11.24013,NA,"wstrn",NA,0
"ET","NP",-3.45303,NA,"hindu",NA,0
"ET","NZ",-11.24013,NA,"wstrn",NA,0
"ET","OM",-3.894148,NA,"islam",NA,0
"ET","PA",0.4548244,NA,"latam",NA,0
"ET","PE",5.018622,NA,"latam",NA,0
"ET","PF",2.33639,NA,NA,NA,1
"ET","PG",-11.24013,NA,"wstrn",NA,0
"ET","PH",-11.24013,NA,"wstrn",NA,0
"ET","PK",-11.24013,NA,"islam",NA,0
"ET","PL",-11.24013,NA,"wstrn",NA,0
"ET","PT",-6.610329,NA,"wstrn",NA,0
"ET","PY",-1.358511,NA,"latam",NA,0
"ET","QA",-11.24013,NA,"islam",NA,0
"ET","RU",-1.162019,NA,"ortho",NA,0
"ET","SA",0.896146,NA,"islam",NA,0
"ET","SD",-1.182007,NA,"islam",NA,0
"ET","SE",-3.773374,NA,"wstrn",NA,0
"ET","SG",-11.24013,NA,"buddh",NA,0
"ET","SI",-0.7334896,NA,"wstrn",NA,0
"ET","SK",-3.129195,NA,"wstrn",NA,0
"ET","SN",-11.24013,NA,"islam",NA,0
"ET","SR",-11.24013,NA,NA,NA,0
"ET","SV",-2.9992,NA,"latam",NA,0
"ET","TH",-4.102488,NA,"buddh",NA,0
"ET","TN",-3.560185,NA,"islam",NA,0
"ET","TR",-11.24013,NA,"islam",NA,0
"ET","TT",-11.24013,NA,"wstrn",NA,0
"ET","TZ",-0.4528765,NA,"afric",NA,0
"ET","UA",0.7956359,NA,"ortho",NA,0
"ET","UG",-11.24013,NA,"afric",NA,0
"ET","US",-3.086402,NA,"wstrn",NA,0
"ET","UY",3.961823,NA,"latam",NA,0
"ET","UZ",-3.35554,NA,"islam",NA,0
"ET","VC",-1.849476,NA,"latam",NA,0
"ET","VE",-11.24013,NA,"latam",NA,0
"ET","VI",-11.24013,NA,NA,NA,1
"ET","VN",-3.154318,NA,"sinic",NA,0
"ET","YE",-11.24013,NA,"islam",NA,0
"ET","ZA",-11.24013,NA,"afric",NA,0
"ET","ZM",-11.24013,NA,"afric",NA,0
"ET","ZW",-2.536843,NA,"afric",NA,0
"FI","FJ",-11.24013,"wstrn",NA,NA,0
"FI","FR",-4.139729691,"wstrn","wstrn","wstrn",1
"FI","GA",-4.74016,"wstrn","afric",NA,0
"FI","GB",-2.7540939325,"wstrn","wstrn","wstrn",1
"FI","GE",3.141451,"wstrn","ortho",NA,0
"FI","GH",-5.357323,"wstrn","afric",NA,0
"FI","GM",-4.179775,"wstrn","islam",NA,0
"FI","GR",-5.68674572,"wstrn","ortho",NA,0
"FI","GT",-4.288345973,"wstrn","latam",NA,0
"FI","GU",-11.24013,"wstrn",NA,NA,0
"FI","GY",-4.804636,"wstrn",NA,NA,0
"FI","HK",-0.800630844,"wstrn","sinic",NA,0
"FI","HN",-3.508982,"wstrn","latam",NA,0
"FI","HR",-5.887973573,"wstrn","wstrn","wstrn",1
"FI","HT",-11.24013,"wstrn",NA,NA,0
"FI","HU",-3.040731216,"wstrn","wstrn","wstrn",1
"FI","ID",-6.472236959,"wstrn","islam",NA,0
"FI","IE",-7.0801695045,"wstrn","wstrn","wstrn",1
"FI","IL",-2.3031891575,"wstrn","wstrn","wstrn",1
"FI","IN",-1.7188909365,"wstrn","hindu",NA,0
"FI","IS",-1.368525016,"wstrn","wstrn","wstrn",1
"FI","IT",-7.629432454,"wstrn","wstrn","wstrn",1
"FI","JM",-7.485873182,"wstrn","wstrn","wstrn",1
"FI","JO",-1.742083611,"wstrn","islam",NA,0
"FI","JP",-5.396119242,"wstrn",NA,NA,0
"FI","KE",-3.7857487125,"wstrn","afric",NA,0
"FI","KH",-1.746524,"wstrn","buddh",NA,0
"FI","KM",-3.213177,"wstrn","afric",NA,0
"FI","KR",-0.127934264,"wstrn","sinic",NA,0
"FI","KW",-2.4104026205,"wstrn","islam",NA,0
"FI","KY",-2.685392,"wstrn","afric",NA,0
"FI","KZ",-5.85574,"wstrn","ortho",NA,0
"FI","LA",-4.990836,"wstrn","buddh",NA,0
"FI","LB",-6.6670899995,"wstrn","islam",NA,0
"FI","LC",-1.837684,"wstrn","latam",NA,0
"FI","LK",-2.068618044,"wstrn","buddh",NA,0
"FI","LR",-3.14805,"wstrn","afric",NA,0
"FI","LT",-7.554027651,"wstrn","wstrn","wstrn",1
"FI","LU",-1.391133821,"wstrn","wstrn","wstrn",1
"FI","LV",-2.4924735335,"wstrn","wstrn","wstrn",1
"FI","MA",0.595612835,"wstrn","islam",NA,0
"FI","MD",-11.24013,"wstrn","ortho",NA,0
"FI","ME",-0.6071001,"wstrn",NA,NA,0
"FI","MG",-4.633359,"wstrn","afric",NA,0
"FI","MK",-11.24013,"wstrn","ortho",NA,0
"FI","ML",-3.534588,"wstrn","islam",NA,0
"FI","MN",-1.841689,"wstrn","buddh",NA,0
"FI","MO",2.161941,"wstrn",NA,NA,0
"FI","MP",-11.24013,"wstrn",NA,NA,0
"FI","MR",-11.24013,"wstrn","afric",NA,0
"FI","MT",-3.605289753,"wstrn","wstrn","wstrn",1
"FI","MU",-11.24013,"wstrn","afric",NA,0
"FI","MX",-7.889266321,"wstrn","latam",NA,0
"FI","MY",-9.3509106705,"wstrn","islam",NA,0
"FI","MZ",-11.24013,"wstrn","afric",NA,0
"FI","NC",-0.181495,"wstrn",NA,NA,0
"FI","NG",-3.4120973955,"wstrn","afric",NA,0
"FI","NI",-2.659944,"wstrn","latam",NA,0
"FI","NL",-5.983967626,"wstrn","wstrn","wstrn",1
"FI","NO",-3.513272978,"wstrn","wstrn","wstrn",1
"FI","NP",-0.0996654165,"wstrn","hindu",NA,0
"FI","NZ",-3.767870609,"wstrn","wstrn","wstrn",1
"FI","OM",-0.03078801,"wstrn","islam",NA,0
"FI","PA",-2.4404417825,"wstrn","latam",NA,0
"FI","PE",-6.354896803,"wstrn","latam",NA,0
"FI","PF",-2.838199,"wstrn",NA,NA,0
"FI","PG",1.562972,"wstrn","wstrn","wstrn",1
"FI","PH",-2.902854652,"wstrn","wstrn","wstrn",1
"FI","PK",-6.5760099085,"wstrn","islam",NA,0
"FI","PL",-2.761651297,"wstrn","wstrn","wstrn",1
"FI","PT",-5.5215259685,"wstrn","wstrn","wstrn",1
"FI","PY",-4.159985,"wstrn","latam",NA,0
"FI","QA",-6.302319373,"wstrn","islam",NA,0
"FI","RU",-6.017504607,"wstrn","ortho",NA,0
"FI","SA",-8.491379526,"wstrn","islam",NA,0
"FI","SD",0.4303867,"wstrn","islam",NA,0
"FI","SE",-7.8913460205,"wstrn","wstrn","wstrn",1
"FI","SG",-8.9647788855,"wstrn","buddh",NA,0
"FI","SI",-7.3303573175,"wstrn","wstrn","wstrn",1
"FI","SK",-4.477729299,"wstrn","wstrn","wstrn",1
"FI","SN",-3.988052,"wstrn","islam",NA,0
"FI","SR",-11.24013,"wstrn",NA,NA,0
"FI","SV",0.1537650475,"wstrn","latam",NA,0
"FI","TH",-2.7106201105,"wstrn","buddh",NA,0
"FI","TN",0.5252129,"wstrn","islam",NA,0
"FI","TR",-2.113489252,"wstrn","islam",NA,0
"FI","TT",-3.3968301005,"wstrn","wstrn","wstrn",1
"FI","TZ",-2.732475,"wstrn","afric",NA,0
"FI","UA",-1.9613845855,"wstrn","ortho",NA,0
"FI","UG",-11.24013,"wstrn","afric",NA,0
"FI","US",-1.0746754565,"wstrn","wstrn","wstrn",1
"FI","UY",-3.370176187,"wstrn","latam",NA,0
"FI","UZ",-3.99753,"wstrn","islam",NA,0
"FI","VC",-11.24013,"wstrn","latam",NA,0
"FI","VE",0.5019691485,"wstrn","latam",NA,0
"FI","VI",-11.24013,"wstrn",NA,NA,0
"FI","VN",-2.162362186,"wstrn","sinic",NA,0
"FI","YE",-1.52055,"wstrn","islam",NA,0
"FI","ZA",-5.1062210515,"wstrn","afric",NA,0
"FI","ZM",-11.24013,"wstrn","afric",NA,0
"FI","ZW",-11.24013,"wstrn","afric",NA,0
"FJ","FR",-11.24013,NA,"wstrn",NA,0
"FJ","GA",-0.01546424,NA,"afric",NA,0
"FJ","GB",0.147055,NA,"wstrn",NA,0
"FJ","GE",-2.332544,NA,"ortho",NA,0
"FJ","GH",-1.938879,NA,"afric",NA,0
"FJ","GM",-0.9591567,NA,"islam",NA,0
"FJ","GR",0.7061998,NA,"ortho",NA,0
"FJ","GT",-11.24013,NA,"latam",NA,0
"FJ","GU",4.528919,NA,NA,NA,1
"FJ","GY",-2.410696,NA,NA,NA,1
"FJ","HK",-5.07295,NA,"sinic",NA,0
"FJ","HN",-11.24013,NA,"latam",NA,0
"FJ","HR",-2.845095,NA,"wstrn",NA,0
"FJ","HT",-11.24013,NA,NA,NA,1
"FJ","HU",-11.24013,NA,"wstrn",NA,0
"FJ","ID",1.761669,NA,"islam",NA,0
"FJ","IE",-3.772237,NA,"wstrn",NA,0
"FJ","IL",1.09843,NA,"wstrn",NA,0
"FJ","IN",-4.362006,NA,"hindu",NA,0
"FJ","IT",-0.8453253,NA,"wstrn",NA,0
"FJ","JM",-1.104632,NA,"wstrn",NA,0
"FJ","JO",-2.756998,NA,"islam",NA,0
"FJ","JP",-11.24013,NA,NA,NA,1
"FJ","KE",-11.24013,NA,"afric",NA,0
"FJ","KH",-11.24013,NA,"buddh",NA,0
"FJ","KM",-1.666535,NA,"afric",NA,0
"FJ","KR",-11.24013,NA,"sinic",NA,0
"FJ","KW",-11.24013,NA,"islam",NA,0
"FJ","KY",-11.24013,NA,"afric",NA,0
"FJ","KZ",-2.294195,NA,"ortho",NA,0
"FJ","LA",0.8462655,NA,"buddh",NA,0
"FJ","LB",-11.24013,NA,"islam",NA,0
"FJ","LC",-11.24013,NA,"latam",NA,0
"FJ","LK",-11.24013,NA,"buddh",NA,0
"FJ","LR",0.2856612,NA,"afric",NA,0
"FJ","LT",0.2517598,NA,"wstrn",NA,0
"FJ","LU",3.451261,NA,"wstrn",NA,0
"FJ","LV",-11.24013,NA,"wstrn",NA,0
"FJ","MA",-11.24013,NA,"islam",NA,0
"FJ","MD",-1.242297,NA,"ortho",NA,0
"FJ","ME",-3.275052,NA,NA,NA,0
"FJ","MG",-11.24013,NA,"afric",NA,0
"FJ","MK",4.651641,NA,"ortho",NA,0
"FJ","ML",-1.31106,NA,"islam",NA,0
"FJ","MN",-11.24013,NA,"buddh",NA,0
"FJ","MO",-11.24013,NA,NA,NA,0
"FJ","MP",-1.655808,NA,NA,NA,1
"FJ","MR",-3.647286,NA,"afric",NA,0
"FJ","MT",-11.24013,NA,"wstrn",NA,0
"FJ","MU",0.9905518,NA,"afric",NA,0
"FJ","MX",-11.24013,NA,"latam",NA,0
"FJ","MY",-11.24013,NA,"islam",NA,0
"FJ","MZ",-4.104014,NA,"afric",NA,0
"FJ","NC",-3.486883,NA,NA,NA,1
"FJ","NG",-11.24013,NA,"afric",NA,0
"FJ","NI",-11.24013,NA,"latam",NA,0
"FJ","NL",-11.24013,NA,"wstrn",NA,0
"FJ","NO",-11.24013,NA,"wstrn",NA,0
"FJ","NP",-11.24013,NA,"hindu",NA,0
"FJ","NZ",-5.49872,NA,"wstrn",NA,0
"FJ","OM",-11.24013,NA,"islam",NA,0
"FJ","PA",-0.2499609,NA,"latam",NA,0
"FJ","PE",-3.322133,NA,"latam",NA,0
"FJ","PF",-1.291557,NA,NA,NA,1
"FJ","PG",-3.295614,NA,"wstrn",NA,0
"FJ","PH",-0.5519538,NA,"wstrn",NA,0
"FJ","PK",-4.35205,NA,"islam",NA,0
"FJ","PL",-4.640149,NA,"wstrn",NA,0
"FJ","PT",-3.22077,NA,"wstrn",NA,0
"FJ","PY",-2.325661,NA,"latam",NA,0
"FJ","QA",-3.400493,NA,"islam",NA,0
"FJ","RU",-11.24013,NA,"ortho",NA,0
"FJ","SA",-0.9111655,NA,"islam",NA,0
"FJ","SD",-2.705102,NA,"islam",NA,0
"FJ","SE",-11.24013,NA,"wstrn",NA,0
"FJ","SG",-3.449642,NA,"buddh",NA,0
"FJ","SI",-11.24013,NA,"wstrn",NA,0
"FJ","SK",-1.531395,NA,"wstrn",NA,0
"FJ","SN",-3.134557,NA,"islam",NA,0
"FJ","SR",-0.3344478,NA,NA,NA,0
"FJ","SV",1.040947,NA,"latam",NA,0
"FJ","TH",0.5749253,NA,"buddh",NA,0
"FJ","TN",-11.24013,NA,"islam",NA,0
"FJ","TR",-11.24013,NA,"islam",NA,0
"FJ","TT",-1.160018,NA,"wstrn",NA,0
"FJ","TZ",-3.131743,NA,"afric",NA,0
"FJ","UA",-1.14217,NA,"ortho",NA,0
"FJ","UG",-2.483189,NA,"afric",NA,0
"FJ","US",-0.8824661,NA,"wstrn",NA,0
"FJ","UY",2.421716,NA,"latam",NA,0
"FJ","UZ",-1.75774,NA,"islam",NA,0
"FJ","VC",-11.24013,NA,"latam",NA,0
"FJ","VE",-11.24013,NA,"latam",NA,0
"FJ","VI",-11.24013,NA,NA,NA,1
"FJ","VN",-1.556519,NA,"sinic",NA,0
"FJ","YE",-2.588868,NA,"islam",NA,0
"FJ","ZA",-0.1833779,NA,"afric",NA,0
"FJ","ZM",-6.006826,NA,"afric",NA,0
"FJ","ZW",-11.24013,NA,"afric",NA,0
"FR","GA",1.293438,"wstrn","afric",NA,0
"FR","GB",-5.707081824,"wstrn","wstrn","wstrn",1
"FR","GE",-1.583257,"wstrn","ortho",NA,0
"FR","GH",-11.24013,"wstrn","afric",NA,0
"FR","GM",-11.24013,"wstrn","islam",NA,0
"FR","GR",-0.4830039805,"wstrn","ortho",NA,0
"FR","GT",-7.225045907,"wstrn","latam",NA,0
"FR","GU",-0.2574644,"wstrn",NA,NA,0
"FR","GY",-1.527878,"wstrn",NA,NA,0
"FR","HK",-8.5359418875,"wstrn","sinic",NA,0
"FR","HN",-11.24013,"wstrn","latam",NA,0
"FR","HR",-0.2806372045,"wstrn","wstrn","wstrn",1
"FR","HT",-0.9080649,"wstrn",NA,NA,0
"FR","HU",-8.0737194185,"wstrn","wstrn","wstrn",1
"FR","ID",1.0599239355,"wstrn","islam",NA,0
"FR","IE",-0.4747636495,"wstrn","wstrn","wstrn",1
"FR","IL",-3.2004838355,"wstrn","wstrn","wstrn",1
"FR","IN",-2.3328501355,"wstrn","hindu",NA,0
"FR","IS",-4.341779689,"wstrn","wstrn","wstrn",1
"FR","IT",-2.081538035,"wstrn","wstrn","wstrn",1
"FR","JM",-7.027773293,"wstrn","wstrn","wstrn",1
"FR","JO",-0.0913391815,"wstrn","islam",NA,0
"FR","JP",1.545536401,"wstrn",NA,NA,0
"FR","KE",-0.880777038,"wstrn","afric",NA,0
"FR","KH",-11.24013,"wstrn","buddh",NA,0
"FR","KM",-1.071399,"wstrn","afric",NA,0
